,Households Served,Individuals Served,Pounds of Food Distributed,Children Served via non-federal child nutrition programs,Pounds of food distributed via non-federal child nutrition progr,Pop2010,OHU2010,NUMGQTRS,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lalowihalf,lakidshalf,laseniorshalf,lawhitehalf,lablackhalf,laasianhalf,lanhopihalf,laaianhalf,laomultirhalf,lahisphalf,lahunvhalf,lasnaphalf,lapop1,lalowi1,lakids1,laseniors1,lawhite1,lablack1,laasian1,lanhopi1,laaian1,laomultir1,lahisp1,lahunv1,lasnap1,lapop10,lalowi10,lakids10,laseniors10,lawhite10,lablack10,laasian10,laaian10,laomultir10,lahisp10,lahunv10,lasnap10,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,PCTGQTRS,PovertyRate,MedianFamilyIncome,Urban,LILATracts_halfAnd10,LowIncomeTracts,LA1and10,LAhalfand10,LATracts_half,lapophalfshare,lalowihalfshare,lakidshalfshare,laseniorshalfshare,lawhitehalfshare,lablackhalfshare,laasianhalfshare,lanhopihalfshare,laaianhalfshare,laomultirhalfshare,lahisphalfshare,lahunvhalfshare,lasnaphalfshare,lapop1share,lalowi1share,lakids1share,laseniors1share,lawhite1share,lablack1share,laasian1share,lanhopi1share,laaian1share,laomultir1share,lahisp1share,lahunv1share,lasnap1share,UMAP1,UMAP2,label,weights,bank_score,county_equivalent,TractLOWIShare,TractKidsShare,TractSeniorsShare,TractWhiteShare,TractBlackShare,TractAsianShare,TractNHOPIShare,TractAIANShare,TractOMultirShare,TractHispanicShare,TractHUNVShare,TractSNAPShare
90,6719.0,16965.0,271929.66,755.0,19807.0,63506.0,26183.0,839.0,10482.0,12293.0,6182.0,3762.0,4404.0,2041.0,60765.0,23894.0,12938.0,10336.0,45975.0,13290.0,165.0,18.0,147.0,1171.0,1283.0,1279.0,3654.0,56591.0,19855.5,12044.0,9457.0,42999.0,12286.0,133.0,17.0,138.0,1016.0,1132.0,1156.0,2731.0,3332.5,887.5,665.0,552.5,2485.0,265.0,5.0,10.0,47.5,40.0,45.0,105.0,23891.0,13485.0,10916.0,47918.0,14018.0,181.0,18.0,151.0,1220.0,1332.0,1401.0,3841.0,1.085625,15.74375,55144.875,0.0,0.0,1.0,0.0,0.0,0.0,95.79375,38.046875,20.184375,16.566875,71.340625,22.178125,0.249375,0.03125,0.2249999999999999,1.77,2.029375,4.6425,13.996875,89.84,35.659375,18.950000000000003,15.240625,67.01625,20.780625,0.204375,0.03,0.213125,1.595625,1.86625,4.22375,13.091875,12.032061,2.3808346,0,0.012048192771084338,1,0,0.3762006739520675,0.21234214090007245,0.171889270305168,0.7545428778383145,0.22073504865681984,0.002850124397694706,0.00028343778540610337,0.0023777280886845336,0.01921078323308034,0.02097439612005165,0.053508001374937934,0.14669823931558645
91,1071.0,3834.0,118172.0,0.0,0.0,12150.0,4525.0,51.0,7896.0,10974.0,7896.0,954.0,1539.0,954.0,10974.0,1539.0,2728.0,1634.0,10447.0,71.0,225.0,3.0,35.0,193.0,195.0,177.0,80.0,7896.0,954.0,1999.0,1140.0,7546.0,49.0,150.0,2.0,20.0,126.0,136.0,117.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1664.0,2969.0,1891.0,11557.0,78.0,260.0,3.0,38.0,214.0,221.0,187.0,98.0,0.3233333333333333,4.333333333333333,111630.66666666669,1.0,0.0,0.0,1.0,1.0,1.0,92.51,12.65,23.156666666666663,13.44,88.22666666666667,0.5933333333333333,1.7933333333333332,0.0266666666666666,0.29,1.5833333333333333,1.653333333333333,3.776666666666666,1.5466666666666669,72.18333333333334,8.863333333333333,18.326666666666668,10.19,69.07000000000001,0.4433333333333333,1.264871794871795,0.02,0.1933333333333333,1.153333333333333,1.2733333333333332,2.783333333333333,0.89,14.003515,2.4176052,0,0.012048192771084338,4,1,0.13695473251028806,0.24436213991769548,0.1556378600823045,0.9511934156378601,0.006419753086419753,0.02139917695473251,0.0002469135802469136,0.0031275720164609055,0.017613168724279836,0.018189300411522634,0.04132596685082873,0.02165745856353591
92,29526.0,88856.5,1358911.0,3187.5,49517.5,95535.0,37324.0,3416.0,22066.0,45586.5,21462.5,5633.0,13835.5,5633.0,68712.0,24221.0,15886.0,9333.0,28576.0,16828.0,692.0,48.0,305.0,2262.0,1918.0,2042.0,3689.0,22066.0,5633.0,5032.0,3394.0,9330.0,11635.0,268.0,10.0,77.0,749.0,628.0,618.0,1018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35324.0,22666.0,12619.0,39701.0,20029.5,1019.0,50.5,421.0,3404.0,2919.0,2520.5,4586.5,6.106129032258065,18.07741935483872,59057.63333333333,1.0,1.0,1.0,0.0,1.0,1.0,69.01,25.992580645161294,15.77032258064516,9.004516129032258,28.431290322580644,37.20548387096774,0.643225806451613,0.0832258064516128,0.3312903225806451,2.314516129032258,1.9703225806451616,8.27290322580645,10.876451612903228,29.27650000000001,9.5185,6.911,4.4905,11.8105,16.114,0.287,0.0104999999999999,0.089,0.9665,0.8119999999999999,3.114,4.878500000000001,7.351059,-2.1011536,2,0.043478260869565216,3,1,0.3697493065368713,0.23725336264196367,0.1320877165436751,0.4155649761867378,0.20965614696184645,0.010666247971947453,0.0005286020830062281,0.004406761919715288,0.03563092060501387,0.030554247134558014,0.06753027542599936,0.12288339942128389
93,1847.0,4725.0,1336978.0,0.0,0.0,28046.0,9494.0,2395.0,1701.0,1701.0,0.0,307.0,307.0,0.0,27783.0,4229.0,6416.0,3359.0,23277.0,3806.0,129.0,10.0,77.0,486.0,496.0,132.0,278.0,26770.0,4073.0,6182.0,3176.0,22346.0,3748.0,123.0,10.0,74.0,471.0,480.0,127.0,268.0,1701.0,307.0,430.0,188.0,1368.0,265.0,4.0,1.0,27.0,25.0,14.0,27.0,4056.0,6477.0,3407.0,23515.0,3822.0,132.0,10.0,77.0,490.0,502.0,139.0,304.0,11.714444444444446,5.24,94190.2,0.0,0.0,0.0,0.0,0.0,0.0,99.228,14.846,21.542000000000005,11.034,77.96000000000001,18.904,0.428,0.034,0.27,1.632,1.876,1.096,2.3160000000000003,96.24,14.4,20.852,10.484,75.186,18.75,0.412,0.034,0.2639999999999999,1.592,1.83,1.06,2.25,13.703644,3.6891673,0,0.012048192771084338,5,0,0.14461955359052983,0.23094202381801326,0.1214789987877059,0.8384439848819796,0.13627611780646082,0.0047065535192184265,0.00035655708478927474,0.0027454895528774156,0.017471297154674464,0.017899165656421592,0.01464082578470613,0.032020223298925635
94,12952.0,30541.0,407200.0,0.0,0.0,23368.0,7916.0,4318.0,4152.0,4948.0,1603.0,1198.0,1198.0,0.0,22663.0,9276.0,3905.0,3134.0,14363.0,7513.0,191.0,16.0,68.0,511.0,504.0,565.0,984.0,19900.0,8417.0,3497.0,2760.0,12455.0,6769.0,140.0,15.0,62.0,461.0,440.0,468.0,919.0,2549.0,887.5,586.0,432.0,1540.0,265.0,4.0,10.0,45.0,40.0,42.0,105.0,8259.0,4057.0,3251.0,14796.0,7756.0,205.0,16.0,69.0,526.0,525.0,503.0,913.0,11.714444444444446,15.14,66928.25,0.0,0.0,1.0,1.0,1.0,0.0,97.224,36.826,14.81,12.288,64.224,29.918,0.752,0.1039285714285713,0.264,1.968,2.138,6.332000000000001,9.53,82.732,33.75,13.158,10.669999999999998,53.354,26.758000000000003,0.51,0.07,0.2299999999999999,1.7899999999999998,1.864,5.473999999999999,8.95,12.972624,5.4918084,0,0.012048192771084338,3,0,0.3534320438206094,0.17361348853132488,0.13912187606983908,0.6331735706949675,0.3319068812050668,0.008772680588839439,0.0006846970215679561,0.002952755905511811,0.02250941458404656,0.02246662102019856,0.0635421930267812,0.11533602829711975
95,4599.0,12665.0,78846.0,0.0,0.0,35725.0,11451.0,4772.0,12127.0,15322.0,10930.0,2482.0,3530.0,2368.0,34312.0,7034.0,7664.0,3586.0,21031.0,10962.0,509.0,48.0,202.0,1507.0,1962.0,540.0,839.0,30062.0,5771.0,6532.0,3242.0,18900.0,9269.0,383.0,31.0,176.0,1244.0,1657.0,457.0,680.0,1197.0,114.0,266.0,170.0,994.0,184.0,3.0,5.0,10.0,10.0,34.0,38.0,8081.0,8052.0,3712.0,21845.0,11429.0,543.0,50.5,207.0,1595.0,2058.0,528.0,855.0,11.714444444444446,10.64285714285714,79408.57142857143,0.0,0.0,0.0,1.0,1.0,0.0,96.47857142857144,20.26142857142857,22.481428571428573,9.664285714285716,58.48285714285715,31.062857142857144,1.447142857142857,0.1039285714285713,0.48125,4.552857142857142,6.0371428571428565,4.909999999999999,8.21857142857143,85.82142857142857,17.181428571428572,19.62857142857143,8.722857142857142,52.86857142857143,27.07857142857143,1.1485714285714288,0.07,0.438125,3.888571428571428,4.67,4.164285714285714,6.785714285714286,12.535625,2.7282898,0,0.012048192771084338,1,0,0.2262001399580126,0.22538838348495452,0.10390482855143457,0.6114765570328902,0.3199160251924423,0.015199440167949616,0.0014135759272218334,0.0057942617214835545,0.04464660601819454,0.05760671798460462,0.04610951008645533,0.07466596803772596
96,349.0,1209.0,2044282.7,0.0,49517.5,116003.0,48391.0,2520.0,24001.5,45586.5,21462.5,7630.0,13835.5,6725.0,105266.0,26910.0,21923.0,13781.0,79817.0,16828.0,1203.0,48.0,342.0,3582.0,3886.5,2042.0,3839.0,62688.5,17585.0,14635.5,8606.0,54900.5,13244.0,543.0,31.0,260.0,1909.5,1926.5,679.0,1535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35708.0,24760.0,17127.0,91559.5,20029.5,1448.0,50.5,428.0,4749.0,5330.0,2520.5,4586.5,0.6947560975609756,6.599999999999999,116084.29268292684,1.0,0.0,0.0,1.0,1.0,1.0,73.37487804878049,11.595243902439025,21.087195121951225,5.363048780487804,45.755,13.185487804878049,2.3600000000000003,0.0891463414634146,0.3874390243902439,6.099999999999998,6.450468750000001,1.552682926829268,3.401829268292683,42.87936507936508,5.823492063492063,12.356666666666666,3.182222222222222,29.124761904761904,6.605238095238096,1.264871794871795,0.0471428571428571,0.1941269841269841,4.066190476190476,4.67,0.7053968253968254,1.5798412698412696,7.5333853,-3.2305849,2,0.043478260869565216,3,0,0.3078196253545167,0.21344275579079852,0.14764273337758507,0.789285621923571,0.17266363800936183,0.012482435799074161,0.00043533356895942345,0.0036895597527650146,0.04093859641560994,0.04594708757532133,0.052086131718708024,0.09478002107829968
97,10607.0,54806.0,328541.97,1907.0,15849.0,34872.0,14821.0,960.0,3900.0,6366.0,3891.0,1361.0,2355.0,1359.0,31817.0,9939.0,6211.0,5605.0,29427.0,1600.0,154.0,7.0,57.0,572.0,399.0,967.0,1610.0,26395.0,7885.0,5177.0,4750.0,24665.0,1093.0,133.0,7.0,48.0,451.0,308.0,792.0,1211.0,9.0,2.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10343.0,6801.0,6231.0,32250.0,1757.0,179.0,7.0,64.0,615.0,432.0,1014.0,1796.0,3.00125,13.275,63759.75,0.0,0.0,1.0,0.0,0.0,0.0,92.26625,28.167500000000004,17.901249999999997,16.5,85.38,4.592499999999999,0.415,0.015,0.1725,1.69,1.15625,6.7925,10.785,77.3125,22.4525,15.065,14.18875,72.255,3.1900000000000004,0.355,0.015,0.14875,1.3475,0.8975,5.64125,8.15,13.669262,1.2648187,0,0.012048192771084338,2,0,0.296598990594173,0.19502752924982794,0.17868203716448727,0.9248107364074329,0.05038426244551503,0.005133058040835054,0.00020073411332874512,0.0018352833218628125,0.017635925671025465,0.012388162422573986,0.06841643613791241,0.12117940759732812
98,10064.0,25203.0,330580.74,3066.0,1547.0,16408.0,5990.0,2652.0,7104.0,14364.0,7104.0,2690.0,5866.0,2690.0,14364.0,5866.0,1982.0,1256.0,12514.0,1124.0,210.0,4.0,26.0,487.0,328.0,472.0,589.0,7104.0,2690.0,1401.0,865.0,6137.0,646.0,93.0,0.0,9.0,221.0,115.0,343.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7236.0,2145.0,1382.0,14273.0,1279.0,256.0,5.0,33.0,562.0,385.0,459.0,608.0,11.714444444444446,33.88666666666667,71771.0,1.0,1.0,1.0,1.0,1.0,1.0,86.45666666666666,38.623333333333335,10.793333333333337,6.859999999999999,75.47333333333331,6.533333333333334,1.3166666666666669,0.0266666666666666,0.1666666666666666,2.94,2.0733333333333337,6.583333333333333,7.96,39.88666666666666,16.43,7.399999999999999,4.5,34.46666666666667,3.5733333333333337,0.5266666666666667,0.0,0.0433333333333333,1.28,0.7233333333333333,4.3566666666666665,4.95,7.549347,0.9444152,1,0.043478260869565216,3,1,0.44100438810336423,0.13072891272549975,0.08422720624085812,0.8698805460750854,0.07794978059483179,0.015602145294978059,0.0003047294002925402,0.0020112140419307656,0.03425158459288152,0.023464163822525596,0.07662771285475793,0.1015025041736227
99,3244.0,8370.0,231174.49,0.0,0.0,7373.0,3072.0,35.0,1515.0,1515.0,0.0,378.0,378.0,0.0,7146.0,1569.0,1430.0,1359.0,6619.0,310.0,39.0,3.0,17.0,157.0,226.0,89.0,143.0,6929.0,1523.0,1385.0,1312.0,6417.0,302.0,38.0,3.0,17.0,153.0,213.0,86.0,138.0,1515.0,378.0,324.0,258.0,1413.0,55.0,7.5,7.0,30.0,40.0,11.0,28.0,1589.0,1465.0,1408.0,6834.0,321.0,39.0,3.0,18.0,158.0,228.0,89.0,144.0,0.585,8.649999999999999,86812.5,0.0,0.0,0.0,0.0,0.0,0.0,97.125,21.855,19.4,18.590000000000003,90.0,4.26,0.515,0.055,0.215,2.09,3.0,3.15,4.82,93.69,21.065,18.675,17.87,86.745,4.145,0.5,0.055,0.215,2.03,2.79,3.03,4.630000000000001,14.14653,3.6119826,0,0.012048192771084338,4,0,0.21551607215516072,0.1986979519869795,0.19096704190967043,0.9268954292689543,0.043537230435372304,0.0052895700528957,0.00040689000406890003,0.0024413400244134003,0.0214295402142954,0.030923640309236403,0.028971354166666668,0.046875
100,29526.0,88856.5,238010.0,0.0,0.0,116003.0,48391.0,5010.5,24001.5,45586.5,21462.5,7630.0,13835.5,6725.0,105266.0,26910.0,21923.0,13781.0,52809.0,16828.0,1203.0,48.0,342.0,3582.0,3886.5,2042.0,3839.0,43068.0,13312.0,7499.0,6663.0,21131.0,13244.0,543.0,29.0,137.0,1584.0,1555.0,1290.0,2290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35708.0,24760.0,17127.0,83288.0,20029.5,1448.0,50.5,428.0,4749.0,5330.0,2520.5,4586.5,4.876818181818182,23.48333333333333,76242.375,1.0,1.0,1.0,0.0,1.0,1.0,66.92253968253968,28.618412698412698,13.023650793650791,8.022539682539682,26.712222222222223,35.36507936507937,1.3215873015873016,0.0517460317460317,0.2303174603174603,3.239523809523809,3.34952380952381,11.388263118994828,11.30126984126984,33.390869565217386,11.623260869565218,6.06608695652174,5.05304347826087,14.256739130434784,17.280217391304348,0.4471739130434782,0.0334782608695652,0.1126086956521739,1.2626086956521738,1.2458695652173917,4.676739130434783,4.832391304347826,6.929337,-2.6981099,2,0.043478260869565216,1,1,0.3078196253545167,0.21344275579079852,0.14764273337758507,0.7179814315147022,0.17266363800936183,0.012482435799074161,0.00043533356895942345,0.0036895597527650146,0.04093859641560994,0.04594708757532133,0.052086131718708024,0.09478002107829968
101,115.0,244.0,2044282.7,0.0,0.0,9254.0,3159.0,1792.0,297.0,297.0,0.0,220.0,220.0,0.0,8786.0,3401.0,1547.0,1505.0,5643.0,2699.0,38.0,2.0,32.0,371.0,495.0,206.0,475.0,7986.0,3129.0,1453.0,1378.0,5123.0,2462.0,30.0,2.0,25.0,344.0,428.0,179.0,439.0,297.0,220.0,31.0,110.0,223.0,67.0,0.0,0.0,6.0,0.0,25.0,24.0,2800.0,1591.0,1682.0,6001.0,2804.0,40.0,2.0,34.0,373.0,510.0,243.0,497.0,11.714444444444446,11.9,57916.5,0.0,0.0,1.0,0.0,0.0,0.0,95.675,36.22,16.465,15.85,60.995000000000005,29.965,0.425,0.02,0.33,3.94,5.175000000000001,5.17,15.25,88.295,33.705,15.595,14.68,56.19,27.78,0.355,0.02,0.26,3.695,4.550000000000001,4.529999999999999,14.395,14.850271,3.1182377,0,0.012048192771084338,6,0,0.30257186081694404,0.1719256537713421,0.1817592392478928,0.648476334558029,0.3030041063323968,0.004322455154527772,0.0002161227577263886,0.003674086881348606,0.040306894315971474,0.05511130322022909,0.07692307692307693,0.15732826843937955
102,29526.0,88856.5,2044282.7,3187.5,49517.5,97032.0,42712.0,2126.0,18140.0,45586.5,18140.0,7060.0,13835.5,6725.0,64662.0,26910.0,14182.0,8764.0,40641.0,16828.0,1102.0,39.0,185.0,3373.0,3385.0,2042.0,3839.0,18140.0,7060.0,3993.0,2480.0,12424.0,4557.0,280.0,21.0,52.0,806.0,724.0,949.0,1397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35708.0,21126.0,13836.0,62343.0,20029.5,1448.0,50.5,279.0,4749.0,5330.0,2520.5,4586.5,4.1091304347826085,20.869565217391308,58220.21739130434,1.0,1.0,1.0,1.0,1.0,1.0,67.38913043478263,28.8491304347826,13.986521739130431,8.620434782608696,42.95695652173913,19.569565217391304,1.1582608695652177,0.0382608695652174,0.188695652173913,3.4778260869565214,3.488695652173913,9.255652173913044,12.841304347826089,23.266666666666666,8.844444444444447,4.822777777777778,3.0666666666666664,16.619444444444444,5.201111111111111,0.3794444444444445,0.0277777777777777,0.065,0.9733333333333332,0.8944444444444444,2.7827777777777776,3.9366666666666656,7.2908583,-2.217727,2,0.043478260869565216,3,1,0.36800230851677795,0.21772198862231015,0.14259213455354935,0.6424993816472916,0.2064215928765768,0.014922912029021353,0.0005204468628905928,0.0028753400939896118,0.04894261686866189,0.05493033226152197,0.059011519011050756,0.10738200037460198
103,3430.0,10430.0,161408.18999999997,3187.5,27720.0,92376.0,37608.0,2328.0,20488.0,45586.5,20363.0,3139.0,9387.0,3112.0,73006.0,13841.0,16028.0,12172.0,66519.0,3222.0,1203.0,23.0,106.0,1333.0,1293.0,1192.0,1683.0,42089.0,7069.0,9158.0,6786.0,38769.0,1623.0,543.0,13.0,66.0,665.0,611.0,541.0,884.0,125.0,27.0,26.0,15.0,122.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,18728.0,20113.0,15912.0,83140.0,4643.0,1448.0,27.0,137.0,1963.0,1951.0,1783.0,2331.0,2.724444444444445,7.472222222222222,81539.0,1.0,0.0,0.0,0.0,1.0,1.0,79.53055555555554,15.21166666666667,17.215,13.16,72.41555555555556,3.655555555555555,1.8688888888888888,0.0261111111111111,0.1127777777777777,1.4494444444444443,1.3588888888888888,3.089444444444444,4.700555555555556,51.43062499999999,8.793125,10.95625,8.204375,47.255,2.150625,1.11625,0.015,0.08125,0.813125,0.731875,1.59375,2.855,8.159607,-2.0128212,2,0.043478260869565216,1,0,0.20273664155191826,0.21772971334545768,0.17225253312548713,0.9000173205161514,0.050261972806789644,0.015675067117000088,0.00029228371005455964,0.0014830691954620249,0.021250108253225947,0.021120204382090585,0.047410125505211655,0.06198149329929802
104,21131.0,34002.0,189356.01,0.0,868.0,22307.0,9555.0,175.0,4456.0,4456.0,0.0,1626.0,1626.0,0.0,21702.0,7421.0,4113.0,4533.0,20583.0,544.0,90.0,3.0,104.0,378.0,281.0,279.0,903.0,20301.0,6856.0,3891.0,4311.0,19323.0,463.0,64.0,2.0,95.0,354.0,247.0,259.0,840.0,3332.5,887.5,665.0,552.5,2485.0,143.0,7.5,10.0,47.5,40.0,45.0,105.0,7715.0,4264.0,4620.0,21097.0,594.0,104.0,3.0,106.0,403.0,296.0,290.0,891.0,0.635,13.4,62963.25,0.0,1.0,1.0,1.0,1.0,0.0,97.9,34.5375,18.81,20.2775,92.6625,2.6475,0.37,0.01,0.48125,1.7175,1.305,2.96,9.85,92.445,32.355000000000004,17.96,19.415,87.71,2.3675,0.275,0.0075,0.438125,1.6275000000000002,1.19,2.7975,9.2825,14.215317,4.8232055,0,0.012048192771084338,2,0,0.3458555610346528,0.1911507598511678,0.20710987582373247,0.9457569372842606,0.02662841260590846,0.004662213654906532,0.00013448693235307301,0.00475187160980858,0.01806607791276281,0.013269377325503205,0.030350601779173206,0.09324960753532183
105,19620.0,40314.0,1015502.97,0.0,0.0,76314.0,29177.0,1471.0,7541.0,13756.0,6253.0,2119.0,3334.0,1726.0,71665.0,19024.0,16984.0,11175.0,67040.0,1164.0,432.0,10.0,177.0,2846.0,3606.0,1661.0,1742.0,61184.0,16284.0,14635.5,9474.0,54900.5,869.0,344.0,8.0,119.0,1909.5,1926.5,1290.0,1509.0,1288.0,393.0,275.0,214.0,1261.0,1.0,3.0,3.0,20.0,11.0,25.0,22.0,20898.0,18072.0,11964.0,71182.0,1273.0,460.0,10.0,209.0,3180.0,4076.0,1852.0,1968.0,1.3542105263157895,10.521052631578948,69595.68421052632,0.0,0.0,1.0,0.0,0.0,0.0,95.33263157894736,26.832105263157896,22.62263157894737,14.52157894736842,89.17736842105263,1.455263157894737,0.4710526315789474,0.011578947368421,0.2410526315789473,3.979473684210528,5.070526315789474,5.749473684210527,6.641052631578948,83.71421052631578,23.53684210526316,20.086842105263155,12.636842105263158,78.72105263157896,1.145263157894737,0.3831578947368421,0.0089473684210526,0.1821052631578947,3.274210526315789,4.156842105263159,5.00578947368421,5.870526315789474,12.37194,1.6114979,0,0.012048192771084338,3,0,0.2738422831983647,0.2368110700526771,0.15677333123673245,0.93275152658752,0.016681080797756636,0.006027727546714889,0.00013103755536336714,0.002738684907094373,0.04166994260555075,0.053410907566108445,0.06347465469376563,0.06745038900503822
106,11873.0,25024.0,382311.03,0.0,0.0,28897.0,11943.0,434.0,481.0,481.0,0.0,284.0,284.0,0.0,27930.0,12128.0,5715.0,4525.0,27342.0,215.0,44.0,1.0,54.0,274.0,254.0,679.0,1905.0,26524.0,11553.0,5442.0,4279.0,26013.0,179.0,29.0,1.0,53.0,249.0,236.0,611.0,1823.0,481.0,284.0,103.0,83.0,478.0,1.0,0.0,0.0,2.0,3.0,4.0,36.0,11677.0,5905.0,4740.0,28270.0,233.0,53.0,1.0,55.0,285.0,275.0,665.0,1809.0,1.4614285714285715,20.085714285714285,52293.0,0.0,0.0,1.0,0.0,0.0,0.0,97.46142857142856,41.971428571428575,19.93857142857143,15.694285714285714,95.52285714285712,0.6757142857142856,0.1271428571428571,0.0028571428571428,0.2085714285714286,0.92,0.9157142857142856,5.485714285714286,16.32857142857143,93.48714285714286,40.37714285714286,19.162857142857145,15.02,91.7642857142857,0.5771428571428573,0.0871428571428571,0.0028571428571428,0.2071428571428571,0.8485714285714285,0.8557142857142858,5.061428571428571,15.754285714285714,14.1535,0.9997144,0,0.012048192771084338,3,0,0.404090390005883,0.20434647195210576,0.16403086825622037,0.9783022459078797,0.008063120739177077,0.0018341004256497214,3.460566840848531e-05,0.001903311762466692,0.009862615496418313,0.00951655881233346,0.05568115213932848,0.15146948003014318
107,9499.0,25583.0,327901.18,0.0,0.0,24802.0,10045.0,1718.0,5805.0,16705.0,5805.0,1181.0,3923.0,1181.0,16705.0,3923.0,3492.0,2970.0,15076.0,906.0,270.0,1.0,44.0,408.0,372.0,482.0,441.0,5805.0,1181.0,1312.0,859.0,5329.0,221.0,109.0,0.0,18.0,127.0,110.0,163.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5793.0,4934.0,4240.0,21872.0,1763.0,402.0,6.0,62.0,697.0,601.0,677.0,645.0,5.866,9.02,77564.6,1.0,0.0,0.0,1.0,1.0,1.0,69.342,16.244,14.468,12.272,62.772000000000006,3.54,1.12,0.004,0.182,1.7260000000000002,1.58,4.587999999999999,4.416,26.51,5.346,5.952,3.956,24.43,0.932,0.4859999999999999,0.0,0.078,0.586,0.5239999999999999,1.616,1.438,7.1059,0.8900854,1,0.043478260869565216,3,1,0.23356987339730667,0.19893556971211998,0.17095395532618338,0.8818643657769535,0.07108297717925974,0.01620837029271833,0.00024191597451818402,0.002499798403354568,0.02810257237319571,0.024231916780904767,0.06739671478347437,0.06421105027376804
108,8473.0,16998.0,316239.55,106.0,2611.0,23177.0,9775.0,652.0,3602.0,4865.0,1818.0,1321.0,1867.0,608.0,21896.0,9166.0,4235.0,4289.0,21449.0,127.0,32.0,11.0,45.0,231.0,224.0,698.0,1562.0,19447.0,8142.0,3797.0,3702.0,19105.0,61.0,24.0,11.0,38.0,207.0,209.0,587.0,1377.0,1784.0,713.0,358.0,338.0,1754.0,1.0,0.0,4.0,13.0,34.0,41.0,89.0,8671.0,4476.0,4570.0,22700.0,135.0,36.0,12.0,52.0,242.0,234.0,680.0,1467.0,2.618333333333333,18.700000000000003,51261.333333333336,0.0,0.0,1.0,0.0,0.0,0.0,94.48,39.615,18.29833333333333,18.53,92.52666666666666,0.5766666666666667,0.1383333333333333,0.0466666666666666,0.1949999999999999,0.9983333333333334,0.965,7.13,16.22666666666667,83.49333333333333,35.04833333333334,16.321666666666665,15.911666666666669,82.03333333333335,0.2616666666666666,0.105,0.0466666666666666,0.1666666666666666,0.88,0.895,6.008333333333333,14.271666666666668,14.861028,4.417884,0,0.012048192771084338,3,0,0.3741208957155801,0.1931224921258144,0.19717823704534668,0.979419251844501,0.005824740044009147,0.0015532640117357725,0.0005177546705785909,0.002243603572507227,0.01044138585666825,0.010096216076282522,0.06956521739130435,0.150076726342711
109,14013.0,37085.0,1037063.13,0.0,0.0,41993.0,17076.0,427.0,3809.0,7758.0,3690.0,1343.0,2768.0,1327.0,36431.0,11474.0,7899.0,6673.0,34338.0,573.0,169.0,6.0,75.0,1269.0,1824.0,840.0,1469.0,28372.0,8335.0,5980.0,5186.0,27086.0,286.0,107.0,6.0,60.0,828.0,1118.0,577.0,1035.0,119.0,16.0,21.0,31.0,118.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,13792.0,9229.0,7768.0,39070.0,734.0,217.0,7.0,101.0,1864.0,2577.0,1076.0,1793.0,0.7322222222222222,8.97777777777778,71691.44444444444,0.0,0.0,0.0,0.0,0.0,0.0,90.03,24.907777777777778,18.96555555555556,16.805555555555557,85.52666666666666,1.0588888888888888,0.3788888888888889,0.0177777777777777,0.1844444444444444,2.8655555555555554,4.061111111111112,4.503333333333334,7.523333333333334,77.50555555555555,20.05555555555556,15.958888888888891,14.473333333333333,74.32999999999998,0.68,0.2877777777777778,0.0177777777777777,0.1577777777777777,2.0311111111111115,2.7044444444444444,3.464444444444444,5.892222222222222,13.072392,1.984801,0,0.012048192771084338,4,0,0.3284356916628962,0.2197747243588217,0.1849832114876289,0.9303931607648894,0.017479103660133832,0.00516752792132022,0.0001666944490748458,0.002405162765222775,0.04438835043935894,0.06136737075226824,0.06301241508550012,0.10500117123448115
